,Customer Care Address,Manufacturer,discount,image,productname,selling_price,stylist_notes,sub_category,Colour,Design,Design Length,Design Width,Gross Weight,Material,Sales Package,Surface Finish,Theme,Width,Length,Age Group,Alarm Clock,Case Color,Case Material,Case Shape,Dial Color,Disclamer,Gender,Glass Material,Strap Color,Strap Material,Warranty,Warranty Instructions,Warranty Time,Earring Length,Earring Width,Gemstone Colour,Necklace Length,Chain Length,Pendant Length,Pendant Width,Necklace Width,Size,Stone Weight,Gold Weight,Stone-Weight,Diamond Weight,Hath Phool Bracelet Length,Hath Phool Design Length,Hath Phool Design Width,Hath Phool Length,Hath Phool Ring Design Length,Hath Phool Ring Design Width,Long Necklace Design Length,Long Necklace Design Width,Long Necklace Length,Long Necklace Pendant Length,Long Necklace Pendant Width,Maang Tika Design Length,Small Necklace Design Length,Small Necklace Diameter,Small Necklace Length,Small Necklace Pendant Length,Small Necklace Pendant Width,Small Necklace Width,Maang Tika Chain Length,Maang Tika Side Chain Length,Small Necklace Design Width,Diameter
1021,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/924909/large/devil-collection-tiger-ting-rsjai20467-ms-20191105-21585-19gyv2j.jpg', 'https://images.voylla.com/i/924910/large/devil-collection-tiger-ting-rsjai20467-20191105-21585-7g35x2.jpg', 'https://images.voylla.com/i/924911/large/devil-collection-tiger-ting-rsjai20467-20191105-21585-red78u.jpg', 'https://images.voylla.com/i/924912/large/devil-collection-tiger-ting-rsjai20467-20191105-21585-uz40ry.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Devil Collection Tiger Ting,319.0,"Tiger face men's ring. Made from brass and oxidised gold plated. Pair with casual attire.
To make your accessories last longer avoid harsh chemicals and moisture. Keep dry, clean with dry cloth and wear with panache. ""India�s largest fashion jewelry brand DARE, comes from the House of Voylla as a limited edition of handcrafted accessories for the modern Indian men. """,Mens Ring,Gold,Geometric,0.75 mm,0.75 mm,14.1 gms,Brass,1 Ring,Textured,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/822785/large/devil-collection-captain-skull-ring-rsjai20384-ms-20190607-2065-1yu0cky.jpg', 'https://images.voylla.com/i/822787/large/devil-collection-captain-skull-ring-rsjai20384-20190607-2065-1eon344.jpg', 'https://images.voylla.com/i/822789/large/devil-collection-captain-skull-ring-rsjai20384-20190607-2065-1ebyuys.jpg', 'https://images.voylla.com/i/822791/large/devil-collection-captain-skull-ring-rsjai20384-20190607-2065-pdwzks.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Devil Collection Captain Skull Ring,319.0,"Captain skull men's ring with oxidized silver plating. Crafted from brass and a good match for casual attire.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,,1.65 mm,23.65 gms,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/709307/large/trident-destiny-mahadev-ring-sbjai21555-ms-20180703-25381-1pmjo48.jpg', 'https://images.voylla.com/i/709308/large/trident-destiny-mahadev-ring-sbjai21555-20180703-25381-1dmy3ry.jpg', 'https://images.voylla.com/i/709309/large/trident-destiny-mahadev-ring-sbjai21555-20180703-25381-1tsu6nj.jpg', 'https://images.voylla.com/i/709310/large/trident-destiny-mahadev-ring-sbjai21555-20180703-25381-1grbs58.jpg', 'https://images.voylla.com/i/709311/large/trident-destiny-mahadev-ring-sbjai21555-20180703-25381-1v672z8.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Trident Destiny Mahadev Ring,319.0,"How to Wear It: There's no one who can account for what you do at that party when you don this dual tone Trident Destiny ring from the Mahadev collection.
                                                                                                                    Own the Part: Go bohemian in cotton pyjamas and a printed kurta for an informal gathering.

Own the Part: Best for informal occasions.

To make your accessories last longer avoid harsh chemicals and moisture. Keep dry, clean with dry cloth and wear with panache.

""From the DARE by Voylla, India’s largest fashion jewelry brand comes DARE, a line of handcrafted accessories for the modern Indian man. """,Mens Ring,Gold,Religious,19.05 mm,19.05 mm,7.47 gms,Brass,1 Ring,Textured,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/709322/large/peace-radiance-mahadev-ring-sbjai21561-ms-20180703-25381-i4owuz.jpg', 'https://images.voylla.com/i/709323/large/peace-radiance-mahadev-ring-sbjai21561-20180703-25381-8hnv2t.jpg', 'https://images.voylla.com/i/709324/large/peace-radiance-mahadev-ring-sbjai21561-20180703-25381-1up9ozr.jpg', 'https://images.voylla.com/i/709325/large/peace-radiance-mahadev-ring-sbjai21561-20180703-25381-aigotk.jpg', 'https://images.voylla.com/i/709326/large/peace-radiance-mahadev-ring-sbjai21561-20180703-25381-1ytb0ni.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Peace Radiance Mahadev Ring,319.0,"The Accessory: Discover the peace in you with this dual tone Peace Radiance ring from the Mahadev collection. 
                             
How to Wear It: Don an Indian look for the celebration.                 

Own the Part: Best for celebrations.

To make your accessories last longer avoid harsh chemicals and moisture. Keep dry, clean with dry cloth and wear with panache.

""From the DARE by Voylla, India’s largest fashion jewelry brand comes DARE, a line of handcrafted accessories for the modern Indian man. """,Mens Ring,Gold,Religious,12.7 mm,12.7 mm,7.42 gms,Brass,1 Ring,Textured,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/386534/large/taurus-rashi-symbol-designed-ring-for-men-vmjai20643-ms-20161212-6176-1phbl8r.jpg', 'https://images.voylla.com/i/386535/large/taurus-rashi-symbol-designed-ring-for-men-vmjai20643-20161212-6176-1l44or2.jpg', 'https://images.voylla.com/i/386536/large/taurus-rashi-symbol-designed-ring-for-men-vmjai20643-20161212-6176-1pl40qw.jpg', 'https://images.voylla.com/i/386537/large/taurus-rashi-symbol-designed-ring-for-men-vmjai20643-20161212-6176-mp4j68.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Taurus Rashi Symbol Designed Ring For Men,319.0,"Show your classy look with this rashi designer ring specially designed for you from Voylla men's collection. The shiny surface with silver plating renders the tarus zodiac symbol in gold plating. A striking new addition for your accessory box!
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We at Voylla take care of every piece of jewelry so that you don't need to spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,1.0 mm,0.65 mm,10.6 gms,3% Silver Alloy,1 Ring,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/613110/large/stylish-men-s-ring-with-leather-exterior-bjdel20120-20180112-23874-2voaiq.jpg', 'https://images.voylla.com/i/613111/large/stylish-men-s-ring-with-leather-exterior-bjdel20120-20180112-23874-1vt1xpd.jpg', 'https://images.voylla.com/i/613112/large/stylish-men-s-ring-with-leather-exterior-bjdel20120-20180112-23874-djlzjv.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Stylish Men's Ring With Leather Exterior ,319.0,"Stylish and attractive, this ring features black leather exterior and sheeny silver tone. Square top is brilliantly enameled in black that will add to your masculine look.
 
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We at Voylla take care of every piece of jewelry so that you don't need to spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.
",Mens Ring,Silver,Geometric,0.75 mm,0.75 mm,10.4 gms,Alloy,1 Ring,Enamel,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4 gms,,,,,,,,,,,,,,,,,,,,,,,,
1027,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/823063/large/devil-collection-roaring-lion-ring-1-rsjai20392-ms-20190607-24983-1a0sc22.jpg', 'https://images.voylla.com/i/823064/large/devil-collection-roaring-lion-ring-1-rsjai20392-20190607-24983-1oc2nko.jpg', 'https://images.voylla.com/i/823065/large/devil-collection-roaring-lion-ring-1-rsjai20392-20190607-24983-1teqwdd.jpg', 'https://images.voylla.com/i/823066/large/devil-collection-roaring-lion-ring-1-rsjai20392-20190607-24983-l3k1tx.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Devil Collection Roaring Lion Ring,319.0,"Roaring lion motif ring for men. Made from brass and oxidized gold plated. Wear with party attire.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Gold,Geometric,,,,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/822857/large/devil-collection-roaring-lion-ring-rsjai20391-ms-20190607-21000-pq76m6.jpg', 'https://images.voylla.com/i/822859/large/devil-collection-roaring-lion-ring-rsjai20391-20190607-21000-xbzpda.jpg', 'https://images.voylla.com/i/822861/large/devil-collection-roaring-lion-ring-rsjai20391-20190607-21000-1lvc5pa.jpg', 'https://images.voylla.com/i/822863/large/devil-collection-roaring-lion-ring-rsjai20391-20190607-21000-lfm0ls.jpg', 'https://images.voylla.com/i/822865/large/devil-collection-roaring-lion-ring-rsjai20391-20190607-21000-1lvov3c.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Devil Collection Roaring Lion Ring,319.0,"Roaring lion motif men's ring. Made from brass and oxidized silver plated. Pair with party attire.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,,1.25 mm,12.8 gms,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/695352/large/style-definition-mahadev-ring-sbjai21568-ms-20180611-13973-30yj1f.jpg', 'https://images.voylla.com/i/695353/large/style-definition-mahadev-ring-sbjai21568-20180611-13973-1rvgpbx.jpg', 'https://images.voylla.com/i/695354/large/style-definition-mahadev-ring-sbjai21568-20180611-13973-1wyuzjt.jpg', 'https://images.voylla.com/i/695355/large/style-definition-mahadev-ring-sbjai21568-20180611-13973-1h82hdz.jpg', 'https://images.voylla.com/i/695356/large/style-definition-mahadev-ring-sbjai21568-20180611-13973-jcdewc.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Style Definition Mahadev Ring,319.0,"The Accessory: Establish your style with this dual tone Style Definition ring from the Mahadev collection.               

How to Wear It: Try a simple T shirt and jeans look for that day out. 

Own the Part: Casual Wear for day occasions.

To make your accessories last longer avoid harsh chemicals and moisture. Keep dry, clean with dry cloth and wear with panache.

""From the DARE by Voylla, India’s largest fashion jewelry brand comes DARE, a line of handcrafted accessories for the modern Indian man. """,Mens Ring,Gold,Religious,19.05 mm,16.51 mm,6.1 gms,Brass,1 Ring,Textured,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/386558/large/virgo-zodiac-symbol-designed-ring-for-men-vmjai20649-ms-20161212-6176-1cfxlt7.jpg', 'https://images.voylla.com/i/386559/large/virgo-zodiac-symbol-designed-ring-for-men-vmjai20649-20161212-6176-1hp0to0.jpg', 'https://images.voylla.com/i/386560/large/virgo-zodiac-symbol-designed-ring-for-men-vmjai20649-20161212-6176-1hi8ogh.jpg', 'https://images.voylla.com/i/386561/large/virgo-zodiac-symbol-designed-ring-for-men-vmjai20649-20161212-6176-37mkvp.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Virgo Zodiac Symbol Designed Ring For Men,319.0,"Stylish and attractive, this rashi designer ring specially designed for you from Voylla men's collection. The shiny surface with silver plating renders the virgo zodiac symbol with gold plated material. A striking new addition for your accessory box!
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We at Voylla take care of every piece of jewelry so that you don't need to spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,1.0 mm,0.65 mm,10.18 gms,3% Silver Alloy,1 Ring,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/386542/large/cancer-zodiac-symbol-designed-ring-for-men-vmjai20645-ms-20161212-6176-334ags.jpg', 'https://images.voylla.com/i/386543/large/cancer-zodiac-symbol-designed-ring-for-men-vmjai20645-20161212-6176-1j48tm7.jpg', 'https://images.voylla.com/i/386544/large/cancer-zodiac-symbol-designed-ring-for-men-vmjai20645-20161212-6176-ah75xv.jpg', 'https://images.voylla.com/i/386545/large/cancer-zodiac-symbol-designed-ring-for-men-vmjai20645-20161212-6176-ouv7lw.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Cancer Zodiac Symbol Designed Ring For Men,319.0,"Exude a resplendent look with this rashi designer ring specially designed for you from Voylla men's collection. The shiny surface with silver plating renders the cancer zodiac symbol with gold plated material. A striking new addition for your accessory box!
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We at Voylla take care of every piece of jewelry so that you don't need to spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,1.0 mm,0.65 mm,10.47 gms,3% Silver Alloy,1 Ring,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/386538/large/gemini-rashi-symbol-designed-ring-for-men-vmjai20644-ms-20161212-6176-15dftbf.jpg', 'https://images.voylla.com/i/386539/large/gemini-rashi-symbol-designed-ring-for-men-vmjai20644-20161212-6176-ja8jvh.jpg', 'https://images.voylla.com/i/386540/large/gemini-rashi-symbol-designed-ring-for-men-vmjai20644-20161212-6176-1eidr4r.jpg', 'https://images.voylla.com/i/386541/large/gemini-rashi-symbol-designed-ring-for-men-vmjai20644-20161212-6176-1mzcwgv.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Gemini Rashi Symbol Designed Ring For Men,319.0,"Set in a timeless design, get this classic rashi designer ring specially designed for you from Voylla men's collection. The shiny surface with silver plating renders the gemini zodiac symbol with gold plated material. A striking new addition for your accessory box!
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We at Voylla take care of every piece of jewelry so that you don't need to spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,1.0 mm,0.65 mm,11.44 gms,3% Silver Alloy,1 Ring,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/386522/large/aquarious-rashi-symbol-designed-ring-for-men-vmjai20640-ms-20161212-6176-1craurj.jpg', 'https://images.voylla.com/i/386523/large/aquarious-rashi-symbol-designed-ring-for-men-vmjai20640-20161212-6176-vnwxk2.jpg', 'https://images.voylla.com/i/386524/large/aquarious-rashi-symbol-designed-ring-for-men-vmjai20640-20161212-6176-64xxik.jpg', 'https://images.voylla.com/i/386525/large/aquarious-rashi-symbol-designed-ring-for-men-vmjai20640-20161212-6176-1rmy71o.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Aquarious Rashi Symbol Designed Ring For Men,319.0,"Buy this rashi designer ring designed for you from Voylla men's collection. The shiny surface with silver plating renders the aquarious zodiac symbol with gold plated material. A striking new addition for your accessory box!
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We at Voylla take care of every piece of jewelry so that you don't need to spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,1.0 mm,0.65 mm,11.56 gms,3% Silver Alloy,1 Ring,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/386530/large/aries-zodiac-symbol-designed-ring-for-men-vmjai20642-ms-20161212-6176-cy8hp4.jpg', 'https://images.voylla.com/i/386531/large/aries-zodiac-symbol-designed-ring-for-men-vmjai20642-20161212-6176-ugrofj.jpg', 'https://images.voylla.com/i/386532/large/aries-zodiac-symbol-designed-ring-for-men-vmjai20642-20161212-6176-100urgn.jpg', 'https://images.voylla.com/i/386533/large/aries-zodiac-symbol-designed-ring-for-men-vmjai20642-20161212-6176-mml1f9.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Aries Zodiac Symbol Designed Ring For Men,319.0,"If you wish to flaunt your zodiac sign on your fingers, then pick this designer Aries zodiac ring from DARE by Voylla. A striking new addition to your collection, this ring has 3% sterling silver base with gold plating. 
To make your accessories last longer avoid harsh chemicals and moisture. Keep dry, clean with dry cloth and wear with panache.

""From the House of Voylla, India’s largest fashion jewelry brand comes DARE, a line of handcrafted accessories for the modern Indian man. """,Mens Ring,Silver,Geometric,1.0 mm,0.65 mm,10.6 gms,3% Silver Alloy,1 Ring,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",80.0,"['https://images.voylla.com/i/822846/large/devil-collection-lion-head-ring-rsjai20377-ms-20190607-21000-2txqe5.jpg', 'https://images.voylla.com/i/822848/large/devil-collection-lion-head-ring-rsjai20377-20190607-21000-cqbwdz.jpg', 'https://images.voylla.com/i/822850/large/devil-collection-lion-head-ring-rsjai20377-20190607-21000-18ecbv6.jpg', 'https://images.voylla.com/i/822852/large/devil-collection-lion-head-ring-rsjai20377-20190607-21000-1qzzwly.jpg', 'https://images.voylla.com/i/822853/large/devil-collection-lion-head-ring-rsjai20377-20190607-21000-bo847w.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Devil Collection Lion Head Ring,319.0,"Lion head ring for men, fashioned out of brass. Oxidized silver plated and a good match for casual looks.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Mens Ring,Silver,Geometric,0.75 mm,0.85 mm,9.44 gms,Brass,1 Ring,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",150.0,"['https://images.voylla.com/i/787792/large/cluster-rings-men-s-embellished-ring-chbom20055-ms-20190222-7837-1eszy2s.jpg', 'https://images.voylla.com/i/787794/large/cluster-rings-men-s-embellished-ring-chbom20055-20190222-7837-1lh25db.jpg', 'https://images.voylla.com/i/787796/large/cluster-rings-men-s-embellished-ring-chbom20055-20190222-7837-m4xmfy.jpg', 'https://images.voylla.com/i/787797/large/cluster-rings-men-s-embellished-ring-chbom20055-20190222-7837-1kmod79.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Cluster Rings Men's Embellished Ring,299.0,"Men's stainless steel ring with gem embellishments. High polish plated. Lightweight and comfortable.
To make your accessories last longer avoid harsh chemicals and moisture. Keep dry, clean with dry cloth and wear with panache. ""India�s largest fashion jewelry brand DARE, comes from the House of Voylla as a limited edition of handcrafted accessories for the modern Indian men. """,Mens Ring,Silver,Geometric,,,6.87 gms,Stainless Steel,1 Ring,Textured,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
